run_id,policy,p_hot,load_frac,lam,budget_level,gamma,c,rep,trace_seed,warm_hot_count,t_warm,gate_waits,n_steady,hit_rate,agg_mean_ttft,hot_p99_ttft,hot_mean_ttft,cold_p99_ttft,cold_mean_ttft,hot_p95_ttft,cold_p95_ttft,hot_p99_wait,cold_p99_wait,hot_attainment,cold_attainment,fi,node_util_0,node_util_1,node_util_2,node_util_3,hot_node_id,hot_node_util,overload_any,cache_tokens_0,evictions_0,cache_tokens_1,evictions_1,cache_tokens_2,evictions_2,cache_tokens_3,evictions_3,replication_active,replication_kv_extra
e2_A_p0.8_c064_l0.50_L1_g1.0_r01,A,0.8,0.5,1.25,L1,1.0,64,1,1001,200,175.5359956935043,0,9756,0.3961748969133426,0.8111934263293726,2.139185841769614,0.7619333370507014,1.06103515625,0.9985563951514974,1.5470781793115747,1.05517578125,1.6329038226236123,0.0,0.9851132686084142,1.0,0.9851132686084142,0.5190378877549405,0.07489580801917535,0.07201885254423918,0.0756001162424462,0,0.5190378877549405,False,7348.0,8186,7954.0,600,8040.0,584,8165.0,613,,
e2_A_p0.8_c064_l0.50_L1_g1.0_r02,A,0.8,0.5,1.25,L1,1.0,64,2,1002,200,185.74404689449415,0,9757,0.40432269955808636,0.8259596273134158,2.3404533675679655,0.7846803348741282,1.06103515625,1.0002917140658458,1.6192049193672569,1.056640625,1.852510177149704,0.0,0.978958042844467,1.0,0.978958042844467,0.5330704610589774,0.07430582072617913,0.06790062585561935,0.0683359479512844,0,0.5330704610589774,False,7927.0,8315,6336.0,590,6376.0,539,6397.0,541,,
e2_A_p0.8_c064_l0.50_L1_g1.0_r03,A,0.8,0.5,1.25,L1,1.0,64,3,1003,200,212.12305698320247,0,9746,0.40069634644755053,0.8252640613350082,2.3487119620993693,0.7820774935428286,1.06201171875,0.9988109073958574,1.615788220266437,1.056640625,1.836551749155975,0.0,0.9800102511532548,1.0,0.9800102511532548,0.528173856550864,0.07006317463880632,0.07103039938435321,0.07729296880237171,0,0.528173856550864,False,7333.0,8236,6196.0,560,6174.0,566,6187.0,623,,
e2_A_p0.8_c064_l0.50_L1_g1.0_r04,A,0.8,0.5,1.25,L1,1.0,64,4,1004,200,191.16826431388512,0,9759,0.39793565516687707,0.8181796608243436,2.3259290698545336,0.7718101645417788,1.0615771484374998,0.9992071063616531,1.591528303103587,1.0556640625,1.7965603295844619,0.0,0.9812073625949286,1.0,0.9812073625949286,0.5268579376914864,0.07309577462336708,0.06887189906244623,0.07776800228132577,0,0.5268579376914864,False,8085.0,8222,6292.0,585,6288.0,557,6179.0,620,,
e2_A_p0.8_c064_l0.50_L1_g1.0_r05,A,0.8,0.5,1.25,L1,1.0,64,5,1005,200,235.70769833541513,0,9726,0.39991708975185036,0.8298924399071251,2.5263087364971852,0.7871183146949523,1.0615234375,1.0004624899839742,1.6615585651046558,1.05712890625,2.0276687380289786,0.0,0.9753086419753086,1.0,0.9753086419753086,0.5226316726036593,0.07550279840458901,0.07114415117118845,0.07153689265200061,0,0.5226316726036593,False,7306.0,8212,8106.0,601,8038.0,585,8078.0,584,,
e2_A_p0.8_c064_l0.50_L1_g1.0_r06,A,0.8,0.5,1.25,L1,1.0,64,6,1006,200,189.5885948632374,0,9741,0.40228023427778464,0.8279500954253883,2.2572281313066282,0.7861021333751534,1.0615234375,1.0004244248217036,1.631614423359314,1.05517578125,1.7582782915944333,0.0,0.9808649062380406,1.0,0.9808649062380406,0.5303808939765651,0.07247687017130804,0.07208050231884185,0.06751683014807382,0,0.5303808939765651,False,7189.0,8278,8047.0,577,6214.0,586,6365.0,543,,
e2_A_p0.8_c064_l0.50_L1_g1.0_r07,A,0.8,0.5,1.25,L1,1.0,64,7,1007,200,202.99918478006234,0,9754,0.39951454114247803,0.8291391983061543,2.2359504324631945,0.7862351434125402,1.0615234375,0.9998574769665534,1.6146275533870746,1.056640625,1.739816877067103,0.0,0.9811417575368826,1.0,0.9811417575368826,0.5363389242279989,0.07326900884320718,0.07315490283628354,0.0754846574510118,0,0.5363389242279989,False,7102.0,8240,6210.0,577,8187.0,578,8055.0,588,,
e2_A_p0.8_c064_l0.50_L1_g1.0_r08,A,0.8,0.5,1.25,L1,1.0,64,8,1008,200,188.61586991772108,0,9751,0.4011035719694561,0.843126262456812,2.3129042486375693,0.8044339150178249,1.0619091796875,1.0007341646939765,1.6870725747319624,1.05615234375,1.8107704573603778,0.0,0.9791799718993486,1.0,0.9791799718993486,0.5400948522611455,0.07184297425030362,0.06961391578344282,0.07326009271687618,0,0.5400948522611455,False,8042.0,8292,7832.0,565,6265.0,548,8077.0,578,,
e2_A_p0.8_c064_l0.50_L1_g1.0_r09,A,0.8,0.5,1.25,L1,1.0,64,9,1009,200,181.07773968005623,0,9757,0.4033445550842302,0.839933136405393,2.444444292327354,0.8015586276568146,1.06201171875,0.9996644910747403,1.6827594093327203,1.056640625,1.9374466242823123,0.0,0.9733062158383119,1.0,0.9733062158383119,0.5363587656605687,0.0724142802915485,0.06869407932229873,0.07101457273457179,0,0.5363587656605687,False,7266.0,8306,6308.0,572,8085.0,545,7874.0,561,,
e2_A_p0.8_c064_l0.50_L1_g1.0_r10,A,0.8,0.5,1.25,L1,1.0,64,10,1010,200,225.1423002848238,0,9737,0.4050047900790002,0.816905389374993,2.1762743653546486,0.7739681006897481,1.0615234375,0.9999574952455478,1.5755572435788054,1.0569091796875,1.673383246187824,0.0,0.9828832255610498,1.0,0.9828832255610498,0.5416570158951362,0.07016548675120035,0.07018009777158016,0.0717954413638326,0,0.5416570158951362,False,8186.0,8308,6127.0,557,8140.0,555,6293.0,563,,
e2_A_p0.8_c064_l0.50_L2_g1.0_r01,A,0.8,0.5,1.25,L2,1.0,64,1,1001,200,175.5359956935043,0,9756,0.3961748969133426,0.8097822088045233,2.169846556381364,0.7601510926270859,1.06103515625,0.9985563951514974,1.5517281007331793,1.05517578125,1.662988366439202,0.0,0.9835598705501618,1.0,0.9835598705501618,0.5171685893948281,0.07301267074977673,0.07606178225623286,0.0753096221599636,0,0.5171685893948281,False,3116.0,8173,4038.0,594,2105.0,618,3935.0,608,,
e2_A_p0.8_c064_l0.50_L2_g1.0_r02,A,0.8,0.5,1.25,L2,1.0,64,2,1002,200,185.74404689449415,0,9757,0.40432269955808636,0.8268044665026537,2.3309128671408654,0.7857252196465195,1.06103515625,1.0002917140658458,1.6319390465754622,1.056640625,1.852510177149704,0.0,0.9783242489542401,1.0,0.9783242489542401,0.5344309675568674,0.06572913828370111,0.06960536667427786,0.07384738307721382,0,0.5344309675568674,False,3953.0,8329,2133.0,527,1994.0,551,2098.0,587,,
e2_A_p0.8_c064_l0.50_L2_g1.0_r03,A,0.8,0.5,1.25,L2,1.0,64,3,1003,200,212.12305698320247,0,9746,0.40069634644755053,0.8246531683517184,2.3380747322843183,0.7813145818289456,1.06201171875,0.9988109073958574,1.6188599453039485,1.056640625,1.8281008438390314,0.0,0.9806509482316761,1.0,0.9806509482316761,0.5255338358149724,0.07565952389951118,0.0740924136869813,0.07127462597493042,0,0.5255338358149724,False,3261.0,8222,2036.0,605,1973.0,596,2142.0,572,,
e2_A_p0.8_c064_l0.50_L2_g1.0_r04,A,0.8,0.5,1.25,L2,1.0,64,4,1004,200,190.31800774955192,0,9760,0.39789449603161126,0.8151241036508544,2.3124177400094044,0.7679468843284399,1.061572265625,0.9992124094850274,1.5896554726028624,1.0556640625,1.7945733428335002,0.0,0.9814647959840391,1.0,0.9814647959840391,0.5264759648932134,0.07436804237986293,0.07234726464457825,0.07341562678984859,0,0.5264759648932134,False,4032.0,8226,2102.0,596,3925.0,575,2155.0,596,,
e2_A_p0.8_c064_l0.50_L2_g1.0_r05,A,0.8,0.5,1.25,L2,1.0,64,5,1005,200,235.70769833541513,0,9726,0.39991708975185036,0.8285571088268298,2.54872285497936,0.7854481204965273,1.0615234375,1.0004624899839742,1.6281985954768743,1.05712890625,2.041308071375113,0.0,0.9767232510288066,1.0,0.9767232510288066,0.5265521350403708,0.07560806818679776,0.06835580386575756,0.07029950773851129,0,0.5265521350403708,False,3105.0,8250,4003.0,608,4068.0,563,3944.0,571,,
e2_A_p0.8_c064_l0.50_L2_g1.0_r06,A,0.8,0.5,1.25,L2,1.0,64,6,1006,200,189.5885948632374,0,9741,0.40228023427778464,0.8249459001814102,2.2371160386980398,0.7823771771781777,1.0615234375,1.00039081060325,1.6085507286977982,1.05517578125,1.7467420781499365,0.0,0.9827784156142365,1.0,0.9827784156142365,0.5296891797893074,0.06644387332633825,0.07553770389383076,0.07078433960531234,0,0.5296891797893074,False,3956.0,8280,4092.0,540,4050.0,606,1975.0,566,,
e2_A_p0.8_c064_l0.50_L2_g1.0_r07,A,0.8,0.5,1.25,L2,1.0,64,7,1007,200,202.99918478006234,0,9754,0.39951454114247803,0.8294717014287448,2.2350533977512166,0.7866764656773222,1.0615234375,0.9997569810011485,1.6190544343765374,1.056640625,1.7233707541824124,0.0,0.9808851828094932,1.0,0.9808851828094932,0.5382995203704911,0.07365346191760189,0.07049814658106236,0.07579636448934604,0,0.5382995203704911,False,4073.0,8256,4051.0,585,3974.0,552,2152.0,599,,
e2_A_p0.8_c064_l0.50_L2_g1.0_r08,A,0.8,0.5,1.25,L2,1.0,64,8,1008,200,188.61586991772108,0,9751,0.4011035719694561,0.841189563658108,2.2697311411642684,0.8020217614878513,1.0619091796875,1.0007341646939765,1.6677939364051317,1.05615234375,1.754349760726109,0.0,0.9798186230680802,1.0,0.9798186230680802,0.5374824950930428,0.07123782881720794,0.07555271307836019,0.07053879802315727,0,0.5374824950930428,False,3158.0,8274,3898.0,561,3934.0,598,2167.0,560,,
e2_A_p0.8_c064_l0.50_L2_g1.0_r09,A,0.8,0.5,1.25,L2,1.0,64,9,1009,200,181.07773968005623,0,9757,0.4033445550842302,0.8400133971490804,2.4593203828854535,0.8016581705672198,1.06201171875,0.9996644910747403,1.7040793652899309,1.056640625,1.9559220092540461,0.0,0.9726706495487479,1.0,0.9726706495487479,0.5357438616003128,0.07198654825371986,0.06905190449403292,0.07169938366092213,0,0.5357438616003128,False,3204.0,8305,3908.0,572,2030.0,549,4008.0,567,,
e2_A_p0.8_c064_l0.50_L2_g1.0_r10,A,0.8,0.5,1.25,L2,1.0,64,10,1010,200,225.1423002848238,0,9737,0.4050047900790002,0.8150244400714777,2.1796819017653815,0.7716459498886413,1.0615234375,0.9999574952455478,1.5543589356914707,1.0569091796875,1.677075742839771,0.0,0.9833903892481298,1.0,0.9833903892481298,0.5421425464549751,0.07081745589101814,0.06765054898677994,0.07318749044897606,0,0.5421425464549751,False,3974.0,8314,2105.0,561,2053.0,540,2172.0,579,,
e2_A_p0.8_c064_l0.65_L1_g1.0_r01,A,0.8,0.65,1.625,L1,1.0,64,1,1001,200,135.37406820173408,0,9756,0.3961748969133426,0.983532035460553,3.0975882463796744,0.9794597466184979,1.0615234375,0.9990211695348398,2.250107889424816,1.05517578125,2.588592827406047,0.0,0.928284789644013,1.0,0.928284789644013,0.664255503941013,0.10158297040287897,0.10013695174835308,0.09808010935450383,0,0.664255503941013,False,7340.0,8117,8073.0,631,8018.0,621,6200.0,614,,
e2_A_p0.8_c064_l0.65_L1_g1.0_r02,A,0.8,0.65,1.625,L1,1.0,64,2,1002,200,143.7306538691332,0,9755,0.40435272372627307,1.0270682888803224,3.5045556338332977,1.0333590616354698,1.06103515625,1.0004900266989611,2.3749320433629335,1.05712890625,3.0035979147048786,0.0,0.9173427991886409,1.0,0.9173427991886409,0.6835853960924418,0.08829521911480835,0.10035164459640089,0.09456325782750097,0,0.6835853960924418,False,7871.0,8255,6238.0,543,6347.0,614,6396.0,572,,
e2_A_p0.8_c064_l0.65_L1_g1.0_r03,A,0.8,0.65,1.625,L1,1.0,64,3,1003,200,163.28899515534806,0,9746,0.40069634644755053,1.0223985200590597,3.5988601577186055,1.0282087522085335,1.06201171875,0.9990498837591147,2.3777037844719504,1.056640625,3.1084687016837265,0.0,0.9138903126601743,1.0,0.9138903126601743,0.6753176506040688,0.09544095982425742,0.09949100269841585,0.10025890148066285,0,0.6753176506040688,False,7333.0,8168,6170.0,595,8101.0,603,6343.0,618,,
e2_A_p0.8_c064_l0.65_L1_g1.0_r04,A,0.8,0.65,1.625,L1,1.0,64,4,1004,200,146.4996543986938,0,9760,0.39789449603161126,0.9729296720150243,3.248080015141346,0.9661480372584605,1.06201171875,0.9993920127602506,2.166135118823695,1.0556640625,2.7309741289935965,0.0,0.9355129360278028,1.0,0.9355129360278028,0.6707785099649788,0.10003091585340233,0.09953262151388373,0.10023677631510819,0,0.6707785099649788,False,7076.0,8138,6128.0,618,6300.0,609,6321.0,620,,
e2_A_p0.8_c064_l0.65_L1_g1.0_r05,A,0.8,0.65,1.625,L1,1.0,64,5,1005,200,181.76794102724241,0,9726,0.39991708975185036,0.9949430593173316,3.360965025432506,0.9934695917984723,1.0615234375,1.000818794407921,2.2439121923694074,1.05712890625,2.88001925698336,0.0,0.9284979423868313,1.0,0.9284979423868313,0.6711701539376641,0.09169939439757033,0.09927531761718825,0.10091779659857714,0,0.6711701539376641,False,7306.0,8163,6219.0,574,6148.0,616,8011.0,631,,
e2_A_p0.8_c064_l0.65_L1_g1.0_r06,A,0.8,0.65,1.625,L1,1.0,64,6,1006,200,147.29020517623428,0,9738,0.4022533023584719,0.9902447546884775,3.0392653593306647,0.9875810939479797,1.06201171875,1.0012187008307167,2.217177837051395,1.0556640625,2.541306079020073,0.0,0.9277692700357325,1.0,0.9277692700357325,0.6743378237212203,0.09876725014648842,0.09972609027353871,0.09239858676041297,0,0.6743378237212203,False,7189.0,8189,6255.0,616,8120.0,609,8144.0,569,,
e2_A_p0.8_c064_l0.65_L1_g1.0_r07,A,0.8,0.65,1.625,L1,1.0,64,7,1007,200,156.26905439812487,0,9754,0.39951454114247803,1.0244561332975162,3.0995149457431324,1.030438034752124,1.06201171875,1.0006537229663934,2.263770457112512,1.056640625,2.5913625315876363,0.0,0.917639512508018,1.0,0.917639512508018,0.6879638004855249,0.1036438423264544,0.10045596873933708,0.09363689682611455,0,0.6879638004855249,False,7102.0,8184,6280.0,630,7871.0,608,6350.0,562,,
e2_A_p0.8_c064_l0.65_L1_g1.0_r08,A,0.8,0.65,1.625,L1,1.0,64,8,1008,200,145.75481424347916,0,9750,0.4010926948225292,1.0273312489167628,3.1164783850024507,1.0337768639287346,1.06201171875,1.0010792851739354,2.3779266342018435,1.056640625,2.608896558066681,0.0,0.910705160960654,1.0,0.910705160960654,0.6883289862231109,0.10221336807552146,0.0965392947191987,0.09423832002180091,0,0.6883289862231109,False,8119.0,8208,8039.0,621,8070.0,580,8070.0,573,,
e2_A_p0.8_c064_l0.65_L1_g1.0_r09,A,0.8,0.65,1.625,L1,1.0,64,9,1009,200,139.58569897580696,0,9757,0.4033445550842302,1.0459904953464414,3.5202565510759007,1.0570090558148724,1.06201171875,1.0001264661373692,2.5023623919432563,1.056640625,3.038437665363511,0.0,0.9023770179229693,1.0,0.9023770179229693,0.684441951245644,0.09346068254798276,0.10026414167634701,0.09488743292424187,0,0.684441951245644,False,7266.0,8227,6187.0,568,8147.0,609,8146.0,580,,
e2_A_p0.8_c064_l0.65_L1_g1.0_r10,A,0.8,0.65,1.625,L1,1.0,64,10,1010,200,173.41828086813368,0,9737,0.4050047900790002,0.9992589386579478,3.006858039603659,0.9990321834439698,1.0615234375,1.0002256512918093,2.2102460825889687,1.05712890625,2.5141901681985086,0.0,0.9258273107645493,1.0,0.9258273107645493,0.6928534577692116,0.09493423968032952,0.09662822722417144,0.09548761610168596,0,0.6928534577692116,False,8186.0,8239,6253.0,580,6297.0,585,6212.0,580,,
e2_A_p0.8_c064_l0.65_L2_g1.0_r01,A,0.8,0.65,1.625,L2,1.0,64,1,1001,200,135.37406820173408,0,9756,0.3961748969133426,0.9688028544673832,3.0091247945803845,0.960890408553028,1.0615234375,0.9988981989717632,2.150273488900528,1.05517578125,2.5007602868438155,0.0,0.9370873786407767,1.0,0.9370873786407767,0.6614994007014532,0.10315005034047015,0.09669390169055443,0.10271218271427107,0,0.6614994007014532,False,3116.0,8106,4031.0,641,3992.0,607,3998.0,638,,
e2_A_p0.8_c064_l0.65_L2_g1.0_r02,A,0.8,0.65,1.625,L2,1.0,64,2,1002,200,143.7306538691332,0,9755,0.40435272372627307,1.0273913527386918,3.423846515655761,1.033758591039424,1.06103515625,1.0004900266989611,2.336968345296054,1.05712890625,2.9352829627838948,0.0,0.9139198782961461,1.0,0.9139198782961461,0.6816554441724039,0.09884440454035978,0.09668928465655764,0.08960638426183083,0,0.6816554441724039,False,3953.0,8246,1994.0,607,2087.0,594,2116.0,547,,
e2_A_p0.8_c064_l0.65_L2_g1.0_r03,A,0.8,0.65,1.625,L2,1.0,64,3,1003,200,163.28899515534806,0,9746,0.40069634644755053,1.0218224524464552,3.4736900298957747,1.0275003797030904,1.06201171875,0.9990054883317371,2.3596245303813457,1.056640625,2.9709703698287746,0.0,0.9135058944131215,1.0,0.9135058944131215,0.677105246214851,0.09610922745436136,0.09935653718256504,0.09793750375562746,0,0.677105246214851,False,3261.0,8179,2142.0,598,2160.0,614,3974.0,603,,
e2_A_p0.8_c064_l0.65_L2_g1.0_r04,A,0.8,0.65,1.625,L2,1.0,64,4,1004,200,147.39641125106547,0,9758,0.3979747323792092,0.9726631685948702,3.26863042296054,0.9658161878571033,1.06201171875,0.9994073583141825,2.1555323426431863,1.0556640625,2.770436283255549,0.0,0.9371862530570215,1.0,0.9371862530570215,0.6752522869985741,0.10032733874152014,0.0985438512029554,0.09639747113292373,0,0.6752522869985741,False,4032.0,8169,2125.0,619,2102.0,611,2155.0,595,,
e2_A_p0.8_c064_l0.65_L2_g1.0_r05,A,0.8,0.65,1.625,L2,1.0,64,5,1005,200,181.76794102724241,0,9726,0.39991708975185036,1.0016559001497054,3.50435442127673,1.00179940535086,1.06201171875,1.0010836455629482,2.303720645883857,1.05712890625,2.9750353123935156,0.0,0.9237397119341564,1.0,0.9237397119341564,0.6714674749525492,0.09437697606103282,0.09764928035090818,0.0995689311865096,0,0.6714674749525492,False,3105.0,8168,4052.0,591,3896.0,608,4091.0,625,,
e2_A_p0.8_c064_l0.65_L2_g1.0_r06,A,0.8,0.65,1.625,L2,1.0,64,6,1006,200,147.29020517623428,0,9738,0.4022533023584719,0.999697170462943,3.1130803711702346,0.9993271265953196,1.06201171875,1.0012217045043197,2.2769694536401346,1.0556640625,2.6308318716452046,0.0,0.9222817764165391,1.0,0.9222817764165391,0.6795042142403597,0.0930227877985577,0.0942901271292133,0.09841262173352976,0,0.6795042142403597,False,3956.0,8220,4092.0,573,2164.0,588,3945.0,611,,
e2_A_p0.8_c064_l0.65_L2_g1.0_r07,A,0.8,0.65,1.625,L2,1.0,64,7,1007,200,156.26905439812487,0,9754,0.39951454114247803,1.011580232717972,2.952676571346963,1.0143488436250936,1.061728515625,1.0005637334729423,2.211666032359255,1.056640625,2.446515037947149,0.0,0.9223861449647209,1.0,0.9223861449647209,0.6872590478845885,0.10262528521397793,0.09763794400356487,0.09817823127529961,0,0.6872590478845885,False,4073.0,8184,4082.0,621,3974.0,592,2128.0,595,,
e2_A_p0.8_c064_l0.65_L2_g1.0_r09,A,0.8,0.65,1.625,L2,1.0,64,9,1009,200,139.58569897580696,0,9757,0.4033445550842302,1.0418885056725524,3.510674316026732,1.0519353755752707,1.06201171875,1.0000690741780105,2.4590052602128707,1.056640625,3.038437665363511,0.0,0.907080208465743,1.0,0.907080208465743,0.6848920312590328,0.09488416674127098,0.09975469878746242,0.09352331160644958,0,0.6848920312590328,False,3204.0,8236,2030.0,583,2110.0,609,2016.0,567,,
e2_A_p0.8_c064_l0.65_L2_g1.0_r08,A,0.8,0.65,1.625,L2,1.0,64,8,1008,200,145.75481424347916,0,9750,0.4010926948225292,1.0284247335308636,3.160833395470522,1.0351388305852856,1.06201171875,1.0010792851739354,2.3936120115010904,1.056640625,2.6389152989113485,0.0,0.9087889626980071,1.0,0.9087889626980071,0.6861476874566811,0.0966604461068498,0.10400518750583562,0.09450664797026549,0,0.6861476874566811,False,3158.0,8199,4089.0,586,2153.0,633,3876.0,575,,
e2_A_p0.8_c064_l0.65_L2_g1.0_r10,A,0.8,0.65,1.625,L2,1.0,64,10,1010,200,173.41828086813368,0,9737,0.4050047900790002,0.9996335805536373,3.144108885582856,0.9994947025435422,1.0615234375,1.0002256512918093,2.2183388642514723,1.05712890625,2.650270013307373,0.0,0.9278559655128693,1.0,0.9278559655128693,0.6927271911600108,0.09611952721588078,0.09666373712734758,0.09439308527215928,0,0.6927271911600108,False,3974.0,8246,2172.0,586,3989.0,587,2105.0,574,,
e2_A_p0.8_c064_l0.80_L1_g1.0_r02,A,0.8,0.8,2.0,L1,1.0,64,2,1002,200,119.29829472262277,0,9751,0.40431670277107035,1.5399375462684899,6.558985229200538,1.6675938346841637,1.06103515625,1.0008683561939455,4.31312236812615,1.05712890625,6.060673159964172,0.0,0.7144850329781837,1.0,0.7144850329781837,0.8239587016685763,0.12117558336369032,0.12214432633294502,0.12295624615788918,0,0.8239587016685763,False,7871.0,8164,6243.0,606,6363.0,605,8115.0,608,,
e2_A_p0.8_c064_l0.80_L1_g1.0_r01,A,0.8,0.8,2.0,L1,1.0,64,1,1001,200,110.2728635193777,0,9755,0.3961647426033313,1.331874733031422,4.997550503365131,1.4191727269786825,1.06201171875,0.9998758628942293,3.5091570885650745,1.0556640625,4.510378235461693,0.0,0.7893578456758157,1.0,0.7893578456758157,0.7988411157959934,0.12897959872484896,0.13183557878747718,0.12691922646491163,0,0.7988411157959934,False,7348.0,8025,8058.0,653,8071.0,668,6174.0,638,,
e2_A_p0.8_c064_l0.80_L1_g1.0_r03,A,0.8,0.8,2.0,L1,1.0,64,3,1003,200,133.53835900821701,0,9745,0.40068737359220097,1.464773388736489,7.077473015319196,1.5804787873434734,1.0622998046875,0.9998664755900948,4.15763218523352,1.05712890625,6.615944312154197,0.0,0.7595796488530052,1.0,0.7595796488530052,0.8169804112447037,0.12468718875404351,0.12292963654013547,0.1296415076269495,0,0.8169804112447037,False,7333.0,8098,6331.0,624,6168.0,615,8067.0,647,,
e2_A_p0.8_c064_l0.80_L1_g1.0_r04,A,0.8,0.8,2.0,L1,1.0,64,4,1004,200,119.11318355440746,0,9760,0.39789449603161126,1.334376969640715,5.044000316441051,1.420094447208402,1.06201171875,0.9999022919795587,3.4615093013420837,1.056396484375,4.521284996670509,0.0,0.7909640880422191,1.0,0.7909640880422191,0.8141900408371542,0.1265316745773572,0.1244812619024262,0.12930925435050442,0,0.8141900408371542,False,8085.0,8081,6194.0,633,6258.0,618,6300.0,652,,
e2_A_p0.8_c064_l0.80_L1_g1.0_r05,A,0.8,0.8,2.0,L1,1.0,64,5,1005,200,148.115758307394,0,9724,0.3998999116918104,1.3871653413662817,5.242154168752648,1.483912058328322,1.06201171875,1.001468429744281,3.63485067331949,1.05712890625,4.744169081448439,0.0,0.7599691278621045,1.0,0.7599691278621045,0.8084354611740476,0.12608525530716927,0.12061811143733078,0.13020418818622562,0,0.8084354611740476,False,7306.0,8070,8108.0,639,7961.0,612,8028.0,661,,
e2_A_p0.8_c064_l0.80_L1_g1.0_r06,A,0.8,0.8,2.0,L1,1.0,64,6,1006,200,121.47642280920597,0,9735,0.4023758842771373,1.4261129854458443,5.397080926078169,1.528936204418757,1.06201171875,1.001825073980997,3.814068977723032,1.0556640625,4.898563482847117,0.0,0.7544665645737622,1.0,0.7544665645737622,0.8209040874227241,0.12777265240527555,0.12400428791066455,0.11526106570055818,0,0.8209040874227241,False,7189.0,8139,6265.0,643,8031.0,621,8146.0,580,,
